ZIP,SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,ORGFLSUBCHP,CRNTCHP,CRNTFLSUBCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,CLSUBCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT,GEOID
38115,2022-12-31,1,1,0,BK06512222132100,06,51,2,2221321,0,0,,2022-04-06,2022-04-06,2022,2022,13,,13,,c,c,n,381150000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,C,C,C,C,A,A,y,y,,,233700,200000,33700,306235,224000,15000,67235,291235,15000,306235,6342,4134.66,3025,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38115,2022-12-31,1,1,0,BK06512222423700,06,51,2,2224237,0,0,,2022-10-03,2022-10-03,2022,2023,7,,7,,c,c,n,381150000,47157,y,y,NA,,,,,NA,w,,v,i,i,,Y,A,A,A,A,A,A,n,n,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38115,2022-12-31,1,1,0,BK06512222284100,06,51,2,2222841,0,0,,2022-07-13,2022-07-13,2022,2022,13,,13,,c,c,n,381150000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,8677,0,8677,18334.62,14338.2,0,3996.42,18334.62,0,18334.62,1884.37,4108.25,3846,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38115,2022-12-31,1,0,1,BK06512222244300,06,51,2,2222443,0,0,,2022-06-17,2022-06-17,2022,2022,7,,7,,c,c,n,381150000,47157,n,n,NA,,,,,NA,w,w,v,i,i,,Y,A,A,A,A,A,A,n,n,,,1051,0,1051,19132.3,0,0,19132.3,19132.3,0,19132.3,881,881,853,,,,,10.6.3,2022-10-05,2022,2023,7,,n,A,2022-10-05,2022,2023,,,NA,NA,NA,NA,,10.6.4,N,38115
38115,2022-12-31,1,1,0,BK06512222366800,06,51,2,2223668,0,0,,2022-08-31,2022-08-31,2022,2022,13,,13,,c,c,n,381150000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,20400,0,20400,38020,19000,0,19020,38020,0,38020,2237,3365,2795,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38115,2022-12-31,1,1,0,BK06512222420000,06,51,2,2224200,0,0,,2022-09-29,2022-09-29,2022,2022,7,,7,,c,c,n,381150000,47157,n,n,NA,,,,,NA,p,,v,i,i,,Y,A,A,C,C,A,A,n,n,,,12252.57,0,12252.57,124888.19,33507,0,91381.19,88515.19,36373,124888.19,3190,2815.24,2809,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38115,2022-12-31,1,1,0,BK06512222218700,06,51,2,2222187,0,0,,2022-06-03,2022-06-03,2022,2022,13,,13,,c,c,n,381150000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,y,y,,,1264,0,1264,77688,0,0,77688,16587,61101,77688,2989,2537,2385,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38115,2022-12-31,1,1,0,BK06512222199900,06,51,2,2221999,0,0,,2022-05-19,2022-05-19,2022,2022,13,,13,,c,c,n,381150000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,12670,0,12670,37329.03,0,0,37329.03,37329.03,0,37329.03,3038.64,2916.84,2503.33,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38115
38116,2022-12-31,1,0,1,BK06512222054700,06,51,2,2220547,0,0,,2022-02-15,2022-02-15,2022,2022,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,A,A,A,A,A,A,n,n,,,4930,0,4930,15523.31,0,0,15523.31,15523.31,0,15523.31,2893.07,3309.7,3232.92,,,,,10.6.3,2022-05-23,2022,2022,7,,n,A,2022-05-19,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38116
38116,2022-12-31,1,1,0,BK06512222499200,06,51,2,2224992,0,0,,2022-11-11,2022-11-11,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,5605,0,5605,14707,0,0,14707,14707,0,14707,1015.23,2349.66,2160,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222372800,06,51,2,2223728,0,0,,2022-09-02,2022-09-02,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,C,C,B,B,A,A,y,y,,,449294.11,117250,332044.11,87630,48090,2540,37000,85090,2540,87630,12824.37,5610.6,3179,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222086400,06,51,2,2220864,0,0,,2022-03-08,2022-03-08,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,22268,0,22268,48011.38,16998,0,31013.38,48011.38,0,48011.38,3122.91,2360.58,1797,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222367300,06,51,2,2223673,0,0,,2022-08-31,2022-08-31,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,2950,0,2950,19461,0,0,19461,15461,4000,19461,880,880,1519,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,0,1,BK06512222088600,06,51,2,2220886,0,0,,2022-03-10,2022-03-10,2022,2022,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,p,p,v,i,i,,N,A,A,A,A,A,A,n,n,,,7100,0,7100,46455.41,0,5945,40510.41,40510.41,5945,46455.41,3079.54,2126.23,2120,,,,,10.6.3,2022-06-13,2022,2022,7,,n,A,2022-06-09,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38116
38116,2022-12-31,1,0,1,BK06512222244500,06,51,2,2222445,0,0,,2022-06-17,2022-06-17,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,Y,A,A,A,A,A,A,y,y,,,5730,0,5730,20900,15900,0,5000,20900,0,20900,800,450,980,,,,,10.6.4,2022-12-12,2022,2023,13,,n,K,2022-09-12,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38116
38116,2022-12-31,1,1,0,BK06512222157300,06,51,2,2221573,0,0,,2022-04-22,2022-04-22,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,7252,0,7252,5500,5500,0,0,5500,0,5500,998,1348,1191,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,0,1,BK06512222102400,06,51,2,2221024,0,0,,2022-03-17,2022-03-17,2022,2022,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,p,v,i,i,,N,A,A,A,A,A,A,n,n,,,4327,0,4327,46301.08,0,0,46301.08,41740.08,4561,46301.08,3921.25,2810.4,2790,,,,,10.6.3,2022-07-22,2022,2022,7,,n,A,2022-07-22,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38116
38116,2022-12-31,1,1,0,BK06512222122100,06,51,2,2221221,0,0,,2022-03-31,2022-03-31,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,1171,0,1171,42097.04,0,7000,35097.04,9097.04,33000,42097.04,1500,1423.54,1332,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222445800,06,51,2,2224458,0,0,,2022-10-12,2022-10-12,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,26205,0,26205,44568.13,10800,4200,29568.13,40368.13,4200,44568.13,5245.3,2995.24,2332,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222369100,06,51,2,2223691,0,0,,2022-09-01,2022-09-01,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,6295,0,6295,17166.29,1100,0,16066.29,17166.29,0,17166.29,1571.67,1756.62,1520,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,0,1,BK06512222184400,06,51,2,2221844,0,0,,2022-05-10,2022-05-10,2022,2022,7,,7,,c,c,n,381165544,47157,n,n,NA,,,,,NA,i,p,v,i,i,,N,A,A,C,C,A,A,n,n,,,2150,0,2150,103197,16692,0,86505,103197,0,103197,1200,1119.95,1220,,,,,10.6.4,2022-09-11,2022,2022,7,,n,A,2022-09-07,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38116
38116,2022-12-31,1,1,0,BK06512222538800,06,51,2,2225388,0,0,,2022-12-07,2022-12-07,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,9940,0,9940,22829,10687,0,12142,12782,10047,22829,3771,3469,2500,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222508600,06,51,2,2225086,0,0,,2022-11-17,2022-11-17,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,32895,0,32895,56855,34038,0,22817,56855,0,56855,3700,3700,2710,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222223100,06,51,2,2222231,0,0,,2022-06-07,2022-06-07,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,y,y,,,2395,0,2395,86012,0,0,86012,16235,69777,86012,1185.86,1873.56,1465,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222251100,06,51,2,2222511,0,0,,2022-06-22,2022-06-22,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,13913,0,13913,36390.19,14186.19,0,22204,22338.19,14052,36390.19,1667,2092,1680,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222251200,06,51,2,2222512,0,0,,2022-06-22,2022-06-22,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,6005,0,6005,11199,0,0,11199,11199,0,11199,2855.25,2007.77,1890,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222538000,06,51,2,2225380,0,0,,2022-12-06,2022-12-06,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,48775,43900,4875,41140,37000,0,4140,41140,0,41140,923.26,923.26,476.41,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222436000,06,51,2,2224360,0,0,,2022-10-07,2022-10-07,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,3070,0,3070,13008.34,0,0,13008.34,13008.34,0,13008.34,800,1992,1825,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222498500,06,51,2,2224985,0,0,,2022-11-11,2022-11-11,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,5958,0,5958,20865.76,6347.28,0,14518.48,20865.76,0,20865.76,0,1666,1500,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222434900,06,51,2,2224349,0,0,,2022-10-06,2022-10-06,2022,2023,7,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,p,,v,i,i,,N,C,C,C,C,A,A,n,y,,,125883,91500,34383,127663,88755,0,38908,127663,0,127663,312,2158,1957,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222164800,06,51,2,2221648,0,0,,2022-04-28,2022-04-28,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,35505,0,35505,31229,26500,0,4729,31229,0,31229,3583,2361,1712,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222309700,06,51,2,2223097,0,0,,2022-07-28,2022-07-28,2022,2022,13,,13,,c,c,y,381160000,47157,n,n,NA,381160000,47157,n,n,NA,i,,v,i,i,,Y,C,C,C,C,A,A,y,y,,,105850,79300,26550,110423.05,104850.48,0,5572.57,109380.05,1043,110423.05,8763.72,7584.2,3498.98,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222214400,06,51,2,2222144,0,0,,2022-06-01,2022-06-01,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,7340,0,7340,3649.94,3647.94,0,2,3649.94,0,3649.94,484,1903.81,1780,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222478000,06,51,2,2224780,0,0,,2022-10-31,2022-10-31,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,28313,0,28313,46990,35501,7300,4189,39690,7300,46990,2300.2,2772.84,1790,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222493000,06,51,2,2224930,0,0,,2022-11-08,2022-11-08,2022,2023,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,n,N,A,A,A,A,A,A,n,n,,,17794,0,17794,29715,22074,0,7641,29715,0,29715,2922.14,2052.06,3271.13,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222383900,06,51,2,2223839,0,0,,2022-09-08,2022-09-08,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,11607,0,11607,66653.5,16000,0,50653.5,26653.5,40000,66653.5,3035,3035,2475,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222346600,06,51,2,2223466,0,0,,2022-08-19,2022-08-19,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,6046,0,6046,14776.9,4274.98,0,10501.92,14776.9,0,14776.9,475,1688,1504.2,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222385000,06,51,2,2223850,0,0,,2022-09-08,2022-09-08,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,B,B,A,A,y,y,,,6950,0,6950,64779.97,0,0,64779.97,64779.97,0,64779.97,3232,3232,2982,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,0,1,BK06512222333300,06,51,2,2223333,0,0,,2022-08-11,2022-08-11,2022,2022,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,Y,A,A,B,B,A,A,n,n,,,7850,0,7850,51146.12,5500,0,45646.12,51146.12,0,51146.12,235.06,1935.06,1855,,,,,10.6.4,2022-11-08,2022,2023,7,,n,K,2022-10-11,2022,2023,,,NA,NA,NA,NA,,10.6.4,N,38116
38116,2022-12-31,1,1,0,BK06512222541800,06,51,2,2225418,0,0,,2022-12-08,2022-12-08,2022,2023,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,B,B,A,A,n,n,,,14180,0,14180,54620,0,0,54620,54620,0,54620,4491,3827.66,3710,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222530200,06,51,2,2225302,0,0,,2022-12-01,2022-12-01,2022,2023,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,p,,v,i,i,,N,A,A,C,C,A,A,n,n,,,13181,0,13181,142024.24,13260,0,128764.24,41249.24,100775,142024.24,3306,2804,2753,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222463900,06,51,2,2224639,0,0,,2022-10-21,2022-10-21,2022,2023,13,,13,,c,c,n,381160000,47157,y,y,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222444200,06,51,2,2224442,0,0,,2022-10-11,2022-10-11,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,C,C,B,B,A,A,y,y,,,104368,87500,16868,84612,81986,0,2626,84612,0,84612,700,1818.9,689,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222471300,06,51,2,2224713,0,0,,2022-10-26,2022-10-26,2022,2023,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,2870,0,2870,15114,0,0,15114,15114,0,15114,1988.34,2268.81,2051,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222204500,06,51,2,2222045,0,0,,2022-05-24,2022-05-24,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,426,0,426,6388,0,0,6388,6388,0,6388,1632.29,4745.93,4487,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222303300,06,51,2,2223033,0,0,,2022-07-26,2022-07-26,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,9833.05,0,9833.05,23389.08,11000,0,12389.08,23389.08,0,23389.08,1800,3185.25,1632,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222314800,06,51,2,2223148,0,0,,2022-08-02,2022-08-02,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,C,C,A,A,y,y,,,30842,0,30842,118205.6,34494.73,0,83710.87,63205.6,55000,118205.6,4926.54,5243.97,4391,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222122900,06,51,2,2221229,0,0,,2022-04-01,2022-04-01,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,21790,0,21790,20500,18000,0,2500,20500,0,20500,1795,2319.17,1850,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,0,1,BK06512222225200,06,51,2,2222252,0,0,,2022-06-08,2022-06-08,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,i,v,i,i,,N,A,A,A,A,A,A,y,y,,,1291,0,1291,480,0,0,480,480,0,480,3718,850,1628,,,,,10.6.4,2022-12-19,2022,2023,13,,n,T,2022-09-15,2022,2022,,,NA,NA,NA,NA,,10.6.4,N,38116
38116,2022-12-31,1,1,0,BK06512222410200,06,51,2,2224102,0,0,,2022-09-21,2022-09-21,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,2170,0,2170,13033.95,0,0,13033.95,13033.95,0,13033.95,2000,2000,1875,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222322400,06,51,2,2223224,0,0,,2022-08-04,2022-08-04,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,C,C,C,C,A,A,y,y,,,168109,127200,40909,197471,110501,0,86970,141215,56256,197471,5000.79,3355.53,1065,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222350800,06,51,2,2223508,0,0,,2022-08-22,2022-08-22,2022,2022,13,,13,,c,c,y,381160000,47157,n,n,NA,381160000,47157,n,n,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,15706.43,0,15706.43,23727.37,0,0,23727.37,23727.37,0,23727.37,6625.82,5518.15,4527,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222336300,06,51,2,2223363,0,0,,2022-08-13,2022-08-13,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,3220,0,3220,12455,0,0,12455,12455,0,12455,1767.55,2150.4,1960,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222127800,06,51,2,2221278,0,0,,2022-04-04,2022-04-04,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,3070,0,3070,13008.34,0,0,13008.34,13008.34,0,13008.34,925,1792,1650,,,,,10.6.3,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222140900,06,51,2,2221409,0,0,,2022-04-11,2022-04-11,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,Y,A,A,A,A,A,A,y,y,,,4465,0,4465,49887,8955,0,40932,20937,28950,49887,2583,2437,2243,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222241000,06,51,2,2222410,0,0,,2022-06-16,2022-06-16,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,10020,0,10020,8720,5900,0,2820,8720,0,8720,990,2012,1775,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222329800,06,51,2,2223298,0,0,,2022-08-10,2022-08-10,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,C,C,C,C,A,A,y,y,,,128300,116300,12000,146836.3,137000,0,9836.3,146836.3,0,146836.3,2362.8,2362.8,1862.8,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,1,0,BK06512222412500,06,51,2,2224125,0,0,,2022-09-23,2022-09-23,2022,2022,7,,7,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,n,N,A,A,A,A,A,A,n,n,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,2086.44,NA,NA,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
38116,2022-12-31,1,0,1,BK06512222086800,06,51,2,2220868,0,0,,2022-03-09,2022-03-09,2022,2022,7,,7,,c,c,n,381167929,47157,n,n,NA,,,,,NA,i,p,v,i,i,,N,A,A,B,B,A,A,n,n,,,7290,0,7290,53073.45,0,0,53073.45,53073.45,0,53073.45,3913.81,2475.3,2721,,,,,10.6.3,2022-07-10,2022,2022,7,,n,A,2022-07-06,2022,2022,,,NA,NA,NA,NA,,10.6.3,N,38116
38116,2022-12-31,1,1,0,BK06512222209600,06,51,2,2222096,0,0,,2022-05-26,2022-05-26,2022,2022,13,,13,,c,c,n,381160000,47157,n,n,NA,,,,,NA,i,,v,i,i,,N,A,A,A,A,A,A,y,y,,,4870,0,4870,7600,7000,0,600,7600,0,7600,2494.4,2562.34,2558,,,,,10.6.4,NA,NA,NA,,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,38116
